clear_cut_group,anomaly
185468,pas d'anomalie
185470,pas d'anomalie
185496,pas d'anomalie
185497,pas d'anomalie
185505,pas d'anomalie
185501,pas d'anomalie
185508,pas d'anomalie
185527,pas d'anomalie
185538,pas d'anomalie
185539,pas d'anomalie
185540,pas d'anomalie
185564,pas d'anomalie
185426,pas d'anomalie
185573,pas d'anomalie
185583,pas d'anomalie
185588,pas d'anomalie
185611,pas d'anomalie
185609,pas d'anomalie
185618,pas d'anomalie
185627,pas d'anomalie
185656,pas d'anomalie
185660,pas d'anomalie
185666,pas d'anomalie
185670,pas d'anomalie
185671,pas d'anomalie
185674,pas d'anomalie
185688,pas d'anomalie
185690,pas d'anomalie
185691,pas d'anomalie
185700,pas d'anomalie
185705,pas d'anomalie
185707,pas d'anomalie
185735,pas d'anomalie
185738,pas d'anomalie
185743,pas d'anomalie
185750,pas d'anomalie
185779,pas d'anomalie
185781,pas d'anomalie
185796,pas d'anomalie
185797,pas d'anomalie
185800,pas d'anomalie
185806,pas d'anomalie
185807,pas d'anomalie
185810,pas d'anomalie
185815,pas d'anomalie
185829,pas d'anomalie
185852,pas d'anomalie
185860,pas d'anomalie
185880,pas d'anomalie
185884,pas d'anomalie
185891,pas d'anomalie
185870,anomalie faible
185908,pas d'anomalie
185907,pas d'anomalie
185912,pas d'anomalie
185913,pas d'anomalie
185939,pas d'anomalie
185944,pas d'anomalie
185961,pas d'anomalie
185995,pas d'anomalie
186000,pas d'anomalie
186004,pas d'anomalie
186018,pas d'anomalie
186023,pas d'anomalie
186026,pas d'anomalie
186030,pas d'anomalie
186032,pas d'anomalie
186035,pas d'anomalie
186039,pas d'anomalie
186042,pas d'anomalie
186045,anomalie forte
186050,pas d'anomalie
186049,pas d'anomalie
186068,anomalie faible
186082,anomalie forte
186088,pas d'anomalie
186097,pas d'anomalie
186110,pas d'anomalie
186120,pas d'anomalie
186127,pas d'anomalie
186129,pas d'anomalie
186103,pas d'anomalie
186151,pas d'anomalie
186157,pas d'anomalie
186153,pas d'anomalie
186159,pas d'anomalie
186173,pas d'anomalie
186177,anomalie faible
186186,pas d'anomalie
186188,pas d'anomalie
186204,pas d'anomalie
186211,anomalie forte
186218,pas d'anomalie
186215,pas d'anomalie
186231,pas d'anomalie
186235,pas d'anomalie
186243,pas d'anomalie
186242,pas d'anomalie
186245,pas d'anomalie
186248,pas d'anomalie
186252,anomalie faible
186258,pas d'anomalie
186262,pas d'anomalie
186263,anomalie faible
186264,pas d'anomalie
186267,pas d'anomalie
186286,pas d'anomalie
186313,pas d'anomalie
186340,pas d'anomalie
186370,pas d'anomalie
186378,pas d'anomalie
186381,pas d'anomalie
186384,pas d'anomalie
186386,pas d'anomalie
186415,pas d'anomalie
186416,pas d'anomalie
186424,pas d'anomalie
186428,pas d'anomalie
186431,pas d'anomalie
186441,pas d'anomalie
186442,pas d'anomalie
186445,pas d'anomalie
186482,pas d'anomalie
186477,pas d'anomalie
186498,pas d'anomalie
186503,pas d'anomalie
186535,pas d'anomalie
186537,pas d'anomalie
186544,pas d'anomalie
186552,pas d'anomalie
186559,anomalie moyenne
186561,anomalie faible
186563,pas d'anomalie
186579,pas d'anomalie
186586,pas d'anomalie
186587,pas d'anomalie
186574,anomalie moyenne
186591,pas d'anomalie
186595,pas d'anomalie
186605,pas d'anomalie
186607,pas d'anomalie
186633,pas d'anomalie
186634,pas d'anomalie
186641,anomalie faible
186642,pas d'anomalie
186647,anomalie faible
250287,pas d'anomalie
186709,pas d'anomalie
186711,pas d'anomalie
186713,pas d'anomalie
186692,pas d'anomalie
186724,pas d'anomalie
186748,pas d'anomalie
186755,pas d'anomalie
186762,anomalie faible
186788,pas d'anomalie
186810,pas d'anomalie
186811,pas d'anomalie
186812,pas d'anomalie
186719,pas d'anomalie
186826,pas d'anomalie
186829,pas d'anomalie
186832,pas d'anomalie
186836,pas d'anomalie
186844,pas d'anomalie
186849,pas d'anomalie
186852,pas d'anomalie
186856,pas d'anomalie
186865,pas d'anomalie
186873,pas d'anomalie
186880,pas d'anomalie
186883,pas d'anomalie
186891,pas d'anomalie
186897,anomalie forte
186899,pas d'anomalie
186902,pas d'anomalie
186910,pas d'anomalie
186912,pas d'anomalie
186923,pas d'anomalie
186924,pas d'anomalie
186926,pas d'anomalie
186931,pas d'anomalie
186936,pas d'anomalie
186954,pas d'anomalie
186955,pas d'anomalie
186999,pas d'anomalie
187016,pas d'anomalie
187018,pas d'anomalie
187027,pas d'anomalie
186506,pas d'anomalie
187049,pas d'anomalie
187062,pas d'anomalie
187070,pas d'anomalie
187074,pas d'anomalie
187083,pas d'anomalie
187115,pas d'anomalie
187135,pas d'anomalie
187156,pas d'anomalie
187167,pas d'anomalie
187178,pas d'anomalie
187172,pas d'anomalie
187184,pas d'anomalie
187188,pas d'anomalie
187194,pas d'anomalie
187212,pas d'anomalie
187218,pas d'anomalie
187219,pas d'anomalie
187232,pas d'anomalie
187237,pas d'anomalie
187263,pas d'anomalie
187276,pas d'anomalie
187277,pas d'anomalie
187278,pas d'anomalie
187287,pas d'anomalie
187306,pas d'anomalie
187324,pas d'anomalie
187329,pas d'anomalie
187359,pas d'anomalie
187361,pas d'anomalie
187365,pas d'anomalie
187370,pas d'anomalie
187391,pas d'anomalie
187393,pas d'anomalie
187395,anomalie moyenne
187403,pas d'anomalie
187421,pas d'anomalie
187430,pas d'anomalie
187286,pas d'anomalie
187444,pas d'anomalie
187445,pas d'anomalie
187451,pas d'anomalie
187463,pas d'anomalie
187466,pas d'anomalie
187468,pas d'anomalie
187471,pas d'anomalie
187470,pas d'anomalie
187472,pas d'anomalie
187474,pas d'anomalie
187489,pas d'anomalie
187532,pas d'anomalie
187540,pas d'anomalie
187541,pas d'anomalie
187545,anomalie forte
187573,pas d'anomalie
187583,pas d'anomalie
187552,pas d'anomalie
187584,pas d'anomalie
187588,pas d'anomalie
187587,pas d'anomalie
187597,pas d'anomalie
187624,pas d'anomalie
187632,pas d'anomalie
187639,anomalie faible
187648,pas d'anomalie
187673,pas d'anomalie
187694,pas d'anomalie
187703,pas d'anomalie
187692,pas d'anomalie
187707,anomalie faible
187708,pas d'anomalie
187686,pas d'anomalie
187726,pas d'anomalie
187729,pas d'anomalie
187733,pas d'anomalie
187734,anomalie faible
187737,pas d'anomalie
187747,pas d'anomalie
187748,pas d'anomalie
187780,pas d'anomalie
187783,pas d'anomalie
187787,pas d'anomalie
187799,pas d'anomalie
187809,anomalie faible
187815,pas d'anomalie
187819,pas d'anomalie
187822,pas d'anomalie
187830,pas d'anomalie
187841,pas d'anomalie
187869,pas d'anomalie
187861,pas d'anomalie
187875,anomalie forte
187891,pas d'anomalie
187901,pas d'anomalie
187907,pas d'anomalie
187908,pas d'anomalie
187915,pas d'anomalie
187928,pas d'anomalie
187932,pas d'anomalie
187941,pas d'anomalie
187949,pas d'anomalie
187962,pas d'anomalie
187968,anomalie faible
187976,pas d'anomalie
187979,pas d'anomalie
187992,pas d'anomalie
187995,pas d'anomalie
188032,pas d'anomalie
188044,pas d'anomalie
188060,pas d'anomalie
188062,pas d'anomalie
188072,pas d'anomalie
188083,pas d'anomalie
188085,pas d'anomalie
188101,pas d'anomalie
188112,pas d'anomalie
188132,pas d'anomalie
188158,pas d'anomalie
188163,pas d'anomalie
188166,pas d'anomalie
188165,pas d'anomalie
188176,pas d'anomalie
188242,pas d'anomalie
188247,pas d'anomalie
188248,pas d'anomalie
188250,pas d'anomalie
188254,pas d'anomalie
188255,pas d'anomalie
188256,pas d'anomalie
188258,pas d'anomalie
188264,pas d'anomalie
188265,pas d'anomalie
188271,pas d'anomalie
188278,pas d'anomalie
188281,pas d'anomalie
188291,pas d'anomalie
188305,pas d'anomalie
188308,pas d'anomalie
188312,pas d'anomalie
188326,pas d'anomalie
188337,pas d'anomalie
188363,pas d'anomalie
188365,pas d'anomalie
188370,pas d'anomalie
188379,pas d'anomalie
188388,pas d'anomalie
188389,pas d'anomalie
188400,pas d'anomalie
188408,anomalie faible
188409,pas d'anomalie
188415,pas d'anomalie
188418,pas d'anomalie
188420,pas d'anomalie
188430,pas d'anomalie
188431,pas d'anomalie
188457,pas d'anomalie
188465,pas d'anomalie
188426,pas d'anomalie
188475,pas d'anomalie
188483,pas d'anomalie
188490,anomalie faible
188495,pas d'anomalie
188501,pas d'anomalie
188522,pas d'anomalie
188552,pas d'anomalie
188566,pas d'anomalie
188568,pas d'anomalie
188570,pas d'anomalie
188577,pas d'anomalie
188584,pas d'anomalie
188595,pas d'anomalie
188596,pas d'anomalie
188599,pas d'anomalie
188607,pas d'anomalie
188610,pas d'anomalie
188612,pas d'anomalie
188613,pas d'anomalie
188616,pas d'anomalie
188629,pas d'anomalie
188641,pas d'anomalie
188652,pas d'anomalie
188666,pas d'anomalie
188684,pas d'anomalie
188695,pas d'anomalie
188542,pas d'anomalie
188732,pas d'anomalie
188734,pas d'anomalie
188739,pas d'anomalie
188740,pas d'anomalie
188742,pas d'anomalie
188784,pas d'anomalie
188811,pas d'anomalie
188836,pas d'anomalie
188865,pas d'anomalie
188892,anomalie faible
188905,pas d'anomalie
188919,pas d'anomalie
188969,pas d'anomalie
188971,pas d'anomalie
188976,pas d'anomalie
188986,pas d'anomalie
188993,pas d'anomalie
189010,pas d'anomalie
189016,pas d'anomalie
189033,pas d'anomalie
189035,pas d'anomalie
189057,pas d'anomalie
189045,pas d'anomalie
189058,pas d'anomalie
189079,pas d'anomalie
189080,pas d'anomalie
189081,pas d'anomalie
189096,pas d'anomalie
189122,pas d'anomalie
189144,pas d'anomalie
189148,pas d'anomalie
189153,pas d'anomalie
189155,anomalie faible
250529,pas d'anomalie
189174,pas d'anomalie
189178,pas d'anomalie
189182,pas d'anomalie
189180,pas d'anomalie
189198,pas d'anomalie
189200,pas d'anomalie
189201,pas d'anomalie
189202,pas d'anomalie
189199,pas d'anomalie
189208,pas d'anomalie
189226,pas d'anomalie
189228,pas d'anomalie
189232,pas d'anomalie
189243,pas d'anomalie
189257,pas d'anomalie
189261,pas d'anomalie
189269,pas d'anomalie
189271,pas d'anomalie
189277,pas d'anomalie
189276,pas d'anomalie
189286,pas d'anomalie
189288,pas d'anomalie
189292,pas d'anomalie
189306,pas d'anomalie
189307,pas d'anomalie
189320,pas d'anomalie
189334,pas d'anomalie
188075,pas d'anomalie
189340,pas d'anomalie
189346,pas d'anomalie
189360,pas d'anomalie
189365,pas d'anomalie
189370,pas d'anomalie
189294,pas d'anomalie
189213,pas d'anomalie
189410,pas d'anomalie
189408,pas d'anomalie
189447,pas d'anomalie
189482,pas d'anomalie
187126,pas d'anomalie
189499,pas d'anomalie
189533,pas d'anomalie
189537,pas d'anomalie
189543,pas d'anomalie
189553,pas d'anomalie
189567,pas d'anomalie
189573,pas d'anomalie
189579,pas d'anomalie
189584,pas d'anomalie
189597,pas d'anomalie
189580,pas d'anomalie
189607,pas d'anomalie
189613,pas d'anomalie
189626,pas d'anomalie
189630,pas d'anomalie
189631,pas d'anomalie
189633,pas d'anomalie
189639,pas d'anomalie
189640,pas d'anomalie
189642,pas d'anomalie
189659,pas d'anomalie
189664,pas d'anomalie
189668,pas d'anomalie
189550,pas d'anomalie
189684,pas d'anomalie
189679,pas d'anomalie
189691,pas d'anomalie
189697,pas d'anomalie
189715,pas d'anomalie
189737,pas d'anomalie
189745,pas d'anomalie
189780,pas d'anomalie
189784,pas d'anomalie
189786,pas d'anomalie
189797,pas d'anomalie
189799,pas d'anomalie
189800,pas d'anomalie
189807,pas d'anomalie
189819,anomalie faible
189827,anomalie faible
189828,pas d'anomalie
189832,pas d'anomalie
189831,pas d'anomalie
189843,pas d'anomalie
189848,pas d'anomalie
189852,pas d'anomalie
189853,pas d'anomalie
189856,pas d'anomalie
189869,pas d'anomalie
189942,pas d'anomalie
189946,anomalie forte
189949,pas d'anomalie
189951,pas d'anomalie
189956,pas d'anomalie
189966,pas d'anomalie
189972,pas d'anomalie
189978,pas d'anomalie
189979,pas d'anomalie
189991,pas d'anomalie
190002,pas d'anomalie
190014,pas d'anomalie
190042,pas d'anomalie
190046,pas d'anomalie
190060,pas d'anomalie
190062,pas d'anomalie
190069,pas d'anomalie
190079,anomalie faible
190084,pas d'anomalie
190085,pas d'anomalie
190094,pas d'anomalie
190093,pas d'anomalie
190095,pas d'anomalie
190110,pas d'anomalie
190111,pas d'anomalie
190126,pas d'anomalie
190125,anomalie moyenne
190147,pas d'anomalie
190150,pas d'anomalie
190157,pas d'anomalie
190158,pas d'anomalie
190161,pas d'anomalie
190149,pas d'anomalie
190162,pas d'anomalie
190165,pas d'anomalie
190167,pas d'anomalie
190168,pas d'anomalie
190171,pas d'anomalie
190194,pas d'anomalie
190221,pas d'anomalie
190222,pas d'anomalie
190270,pas d'anomalie
190242,pas d'anomalie
190300,pas d'anomalie
190306,pas d'anomalie
190327,pas d'anomalie
190333,pas d'anomalie
190361,pas d'anomalie
190363,pas d'anomalie
190403,pas d'anomalie
190433,pas d'anomalie
190438,pas d'anomalie
190457,pas d'anomalie
190459,pas d'anomalie
190468,pas d'anomalie
190475,pas d'anomalie
190476,pas d'anomalie
190478,pas d'anomalie
190481,anomalie faible
190490,pas d'anomalie
190493,pas d'anomalie
190496,anomalie moyenne
190499,pas d'anomalie
190503,pas d'anomalie
190508,pas d'anomalie
190509,pas d'anomalie
190525,pas d'anomalie
190534,pas d'anomalie
190549,pas d'anomalie
190555,anomalie faible
190556,pas d'anomalie
190557,pas d'anomalie
190563,pas d'anomalie
190572,pas d'anomalie
190587,pas d'anomalie
190588,pas d'anomalie
190590,pas d'anomalie
190599,pas d'anomalie
190600,pas d'anomalie
190604,pas d'anomalie
190606,pas d'anomalie
190609,pas d'anomalie
190624,pas d'anomalie
190642,pas d'anomalie
190663,pas d'anomalie
190673,pas d'anomalie
190678,pas d'anomalie
190694,pas d'anomalie
190696,pas d'anomalie
190698,pas d'anomalie
190711,pas d'anomalie
190742,pas d'anomalie
190743,pas d'anomalie
190749,pas d'anomalie
190766,pas d'anomalie
190772,pas d'anomalie
190779,pas d'anomalie
190782,pas d'anomalie
190787,pas d'anomalie
190774,pas d'anomalie
190792,pas d'anomalie
190794,pas d'anomalie
190801,pas d'anomalie
190817,anomalie faible
190821,pas d'anomalie
190832,pas d'anomalie
190834,anomalie faible
190842,pas d'anomalie
190847,pas d'anomalie
190851,pas d'anomalie
190853,pas d'anomalie
190856,pas d'anomalie
190865,pas d'anomalie
190872,pas d'anomalie
190875,pas d'anomalie
190877,pas d'anomalie
190878,pas d'anomalie
190884,pas d'anomalie
190895,pas d'anomalie
190893,pas d'anomalie
190898,pas d'anomalie
190915,pas d'anomalie
190913,pas d'anomalie
190918,pas d'anomalie
190920,pas d'anomalie
190924,pas d'anomalie
190926,pas d'anomalie
190929,pas d'anomalie
190934,pas d'anomalie
190938,pas d'anomalie
190945,pas d'anomalie
190951,pas d'anomalie
190955,pas d'anomalie
190959,pas d'anomalie
190961,pas d'anomalie
190962,pas d'anomalie
190963,pas d'anomalie
190966,pas d'anomalie
190968,pas d'anomalie
190973,pas d'anomalie
190979,pas d'anomalie
190984,pas d'anomalie
190996,pas d'anomalie
191003,pas d'anomalie
191004,pas d'anomalie
191015,pas d'anomalie
191021,pas d'anomalie
191025,anomalie faible
191040,anomalie faible
191044,anomalie faible
191056,pas d'anomalie
191067,pas d'anomalie
191098,pas d'anomalie
191121,pas d'anomalie
191125,pas d'anomalie
191120,pas d'anomalie
191132,pas d'anomalie
191135,pas d'anomalie
191136,pas d'anomalie
191142,pas d'anomalie
191147,pas d'anomalie
191155,pas d'anomalie
191167,pas d'anomalie
191170,pas d'anomalie
191171,pas d'anomalie
191168,pas d'anomalie
191207,pas d'anomalie
191209,pas d'anomalie
191195,pas d'anomalie
191216,pas d'anomalie
191224,pas d'anomalie
191160,anomalie moyenne
191249,pas d'anomalie
191259,pas d'anomalie
191267,pas d'anomalie
191274,pas d'anomalie
191286,pas d'anomalie
191290,pas d'anomalie
191292,pas d'anomalie
191295,pas d'anomalie
191303,pas d'anomalie
191335,pas d'anomalie
191337,pas d'anomalie
191334,pas d'anomalie
191356,pas d'anomalie
191366,pas d'anomalie
191377,pas d'anomalie
191381,pas d'anomalie
191388,anomalie moyenne
191396,pas d'anomalie
191412,pas d'anomalie
191419,pas d'anomalie
191421,pas d'anomalie
191436,pas d'anomalie
191449,pas d'anomalie
191457,pas d'anomalie
191459,anomalie faible
191466,pas d'anomalie
191473,pas d'anomalie
191482,pas d'anomalie
191493,pas d'anomalie
191494,pas d'anomalie
191499,pas d'anomalie
191500,pas d'anomalie
191502,pas d'anomalie
191509,pas d'anomalie
191521,pas d'anomalie
191524,pas d'anomalie
191525,pas d'anomalie
191529,pas d'anomalie
191538,pas d'anomalie
191543,pas d'anomalie
191545,pas d'anomalie
191547,pas d'anomalie
191548,anomalie faible
191549,pas d'anomalie
191565,pas d'anomalie
191571,pas d'anomalie
191572,pas d'anomalie
191573,pas d'anomalie
191594,pas d'anomalie
191639,pas d'anomalie
191640,pas d'anomalie
191645,anomalie faible
191647,pas d'anomalie
191662,pas d'anomalie
191667,pas d'anomalie
191668,pas d'anomalie
191670,pas d'anomalie
191698,pas d'anomalie
191737,pas d'anomalie
191738,pas d'anomalie
191746,pas d'anomalie
191751,pas d'anomalie
191760,pas d'anomalie
191768,pas d'anomalie
191776,pas d'anomalie
191775,pas d'anomalie
191788,pas d'anomalie
191836,pas d'anomalie
191876,pas d'anomalie
191877,pas d'anomalie
191878,pas d'anomalie
191919,pas d'anomalie
191922,pas d'anomalie
191949,pas d'anomalie
191960,pas d'anomalie
191963,pas d'anomalie
191967,pas d'anomalie
191965,pas d'anomalie
191981,pas d'anomalie
191984,pas d'anomalie
192006,pas d'anomalie
192008,pas d'anomalie
192024,pas d'anomalie
192029,pas d'anomalie
192036,anomalie faible
192044,pas d'anomalie
192051,pas d'anomalie
192049,pas d'anomalie
192056,pas d'anomalie
192058,pas d'anomalie
191574,pas d'anomalie
192070,pas d'anomalie
192080,anomalie faible
192087,pas d'anomalie
192121,pas d'anomalie
192123,pas d'anomalie
192137,pas d'anomalie
192165,pas d'anomalie
192175,pas d'anomalie
192178,pas d'anomalie
192176,pas d'anomalie
192179,pas d'anomalie
192206,pas d'anomalie
192205,pas d'anomalie
192209,pas d'anomalie
192224,pas d'anomalie
192231,pas d'anomalie
192230,pas d'anomalie
192237,pas d'anomalie
192245,anomalie faible
192250,pas d'anomalie
192256,pas d'anomalie
192265,pas d'anomalie
192285,pas d'anomalie
192308,pas d'anomalie
192309,pas d'anomalie
192310,pas d'anomalie
192327,pas d'anomalie
192329,pas d'anomalie
192325,pas d'anomalie
192336,pas d'anomalie
192331,pas d'anomalie
192343,pas d'anomalie
192345,pas d'anomalie
192346,pas d'anomalie
192351,pas d'anomalie
192353,anomalie faible
192362,pas d'anomalie
192367,pas d'anomalie
192372,pas d'anomalie
192374,pas d'anomalie
192375,pas d'anomalie
192384,pas d'anomalie
192387,pas d'anomalie
192391,pas d'anomalie
192393,pas d'anomalie
192394,pas d'anomalie
192395,pas d'anomalie
192396,pas d'anomalie
192400,pas d'anomalie
192409,pas d'anomalie
192438,pas d'anomalie
192441,pas d'anomalie
192446,pas d'anomalie
192450,pas d'anomalie
192459,pas d'anomalie
192467,pas d'anomalie
192474,pas d'anomalie
192481,pas d'anomalie
192505,pas d'anomalie
192513,anomalie faible
192522,pas d'anomalie
192573,pas d'anomalie
192586,pas d'anomalie
192592,pas d'anomalie
192607,pas d'anomalie
192612,pas d'anomalie
192620,pas d'anomalie
192625,pas d'anomalie
192633,pas d'anomalie
192637,pas d'anomalie
192651,pas d'anomalie
192653,pas d'anomalie
192661,pas d'anomalie
192671,anomalie faible
192716,pas d'anomalie
192743,pas d'anomalie
192747,pas d'anomalie
192776,pas d'anomalie
192798,pas d'anomalie
192802,pas d'anomalie
192833,pas d'anomalie
192854,pas d'anomalie
192863,pas d'anomalie
192907,pas d'anomalie
192909,pas d'anomalie
192937,pas d'anomalie
192924,pas d'anomalie
192945,pas d'anomalie
192947,pas d'anomalie
192967,pas d'anomalie
192968,pas d'anomalie
192984,pas d'anomalie
192993,pas d'anomalie
193012,pas d'anomalie
193019,pas d'anomalie
193025,pas d'anomalie
193050,pas d'anomalie
193074,pas d'anomalie
193075,pas d'anomalie
193104,pas d'anomalie
193150,pas d'anomalie
193161,pas d'anomalie
193179,pas d'anomalie
193205,pas d'anomalie
193212,pas d'anomalie
193213,pas d'anomalie
193215,pas d'anomalie
193221,pas d'anomalie
193258,pas d'anomalie
193259,pas d'anomalie
193271,pas d'anomalie
193281,pas d'anomalie
193316,pas d'anomalie
193318,pas d'anomalie
193322,pas d'anomalie
193342,pas d'anomalie
193368,pas d'anomalie
193385,pas d'anomalie
193386,pas d'anomalie
193389,pas d'anomalie
193390,pas d'anomalie
193420,pas d'anomalie
193431,pas d'anomalie
193416,pas d'anomalie
193436,pas d'anomalie
193464,pas d'anomalie
193471,pas d'anomalie
193466,pas d'anomalie
193500,pas d'anomalie
193503,pas d'anomalie
193505,pas d'anomalie
193521,pas d'anomalie
193519,pas d'anomalie
193526,pas d'anomalie
191950,pas d'anomalie
193538,pas d'anomalie
193545,pas d'anomalie
193554,pas d'anomalie
193555,pas d'anomalie
193556,pas d'anomalie
193558,pas d'anomalie
193576,anomalie moyenne
193585,pas d'anomalie
193593,pas d'anomalie
193599,pas d'anomalie
193616,pas d'anomalie
193621,pas d'anomalie
193636,pas d'anomalie
193637,pas d'anomalie
193642,pas d'anomalie
193655,pas d'anomalie
193663,anomalie faible
193673,pas d'anomalie
193707,pas d'anomalie
193720,pas d'anomalie
193724,pas d'anomalie
193729,pas d'anomalie
193730,pas d'anomalie
193733,pas d'anomalie
193758,pas d'anomalie
193766,pas d'anomalie
193769,pas d'anomalie
193781,pas d'anomalie
193804,pas d'anomalie
193813,pas d'anomalie
193823,pas d'anomalie
193827,pas d'anomalie
193843,pas d'anomalie
193851,pas d'anomalie
193870,pas d'anomalie
193869,pas d'anomalie
193875,pas d'anomalie
193888,pas d'anomalie
193896,pas d'anomalie
193897,pas d'anomalie
193908,pas d'anomalie
193938,pas d'anomalie
193964,pas d'anomalie
193969,pas d'anomalie
193985,pas d'anomalie
193990,pas d'anomalie
193999,pas d'anomalie
194024,pas d'anomalie
194025,pas d'anomalie
194029,pas d'anomalie
194032,pas d'anomalie
194034,pas d'anomalie
194030,pas d'anomalie
194038,pas d'anomalie
194052,pas d'anomalie
194061,pas d'anomalie
194067,pas d'anomalie
194098,pas d'anomalie
194121,pas d'anomalie
178834,pas d'anomalie
194141,pas d'anomalie
194144,pas d'anomalie
194134,pas d'anomalie
178826,pas d'anomalie
178825,pas d'anomalie
194153,pas d'anomalie
178811,pas d'anomalie
194178,pas d'anomalie
194184,pas d'anomalie
194212,pas d'anomalie
194213,pas d'anomalie
194232,pas d'anomalie
194256,pas d'anomalie
194260,pas d'anomalie
194261,anomalie moyenne
194262,pas d'anomalie
194264,pas d'anomalie
194268,pas d'anomalie
194275,pas d'anomalie
194294,pas d'anomalie
194297,pas d'anomalie
194307,pas d'anomalie
194315,pas d'anomalie
194320,pas d'anomalie
194046,pas d'anomalie
194323,pas d'anomalie
194324,pas d'anomalie
194033,pas d'anomalie
194325,pas d'anomalie
194328,pas d'anomalie
194330,pas d'anomalie
194343,pas d'anomalie
194362,pas d'anomalie
194370,pas d'anomalie
194378,pas d'anomalie
194380,pas d'anomalie
194383,pas d'anomalie
194395,pas d'anomalie
194405,pas d'anomalie
194406,pas d'anomalie
194407,pas d'anomalie
194412,pas d'anomalie
194424,pas d'anomalie
194421,pas d'anomalie
194443,pas d'anomalie
194469,pas d'anomalie
194494,pas d'anomalie
194501,pas d'anomalie
194505,pas d'anomalie
194504,pas d'anomalie
194551,pas d'anomalie
194556,pas d'anomalie
194564,anomalie moyenne
194573,pas d'anomalie
194606,pas d'anomalie
194610,pas d'anomalie
194623,pas d'anomalie
194625,pas d'anomalie
194643,pas d'anomalie
194646,anomalie faible
194668,pas d'anomalie
194674,pas d'anomalie
194683,pas d'anomalie
194712,pas d'anomalie
194719,pas d'anomalie
194724,pas d'anomalie
194742,pas d'anomalie
194743,pas d'anomalie
194759,pas d'anomalie
194760,pas d'anomalie
194761,pas d'anomalie
194775,pas d'anomalie
194779,pas d'anomalie
194797,pas d'anomalie
194801,pas d'anomalie
194768,pas d'anomalie
194814,pas d'anomalie
194816,pas d'anomalie
194820,pas d'anomalie
194839,pas d'anomalie
194840,pas d'anomalie
194870,pas d'anomalie
194876,pas d'anomalie
194887,pas d'anomalie
194898,pas d'anomalie
194955,pas d'anomalie
194963,pas d'anomalie
194966,anomalie faible
194975,pas d'anomalie
194984,pas d'anomalie
194986,anomalie faible
194997,pas d'anomalie
195021,pas d'anomalie
195020,pas d'anomalie
195033,pas d'anomalie
195043,pas d'anomalie
195057,pas d'anomalie
195058,pas d'anomalie
195115,pas d'anomalie
195127,pas d'anomalie
195131,pas d'anomalie
195146,pas d'anomalie
195150,pas d'anomalie
195151,pas d'anomalie
195154,pas d'anomalie
195166,pas d'anomalie
195199,pas d'anomalie
195239,pas d'anomalie
195229,pas d'anomalie
195268,pas d'anomalie
195269,anomalie moyenne
195294,pas d'anomalie
195308,pas d'anomalie
195321,pas d'anomalie
195336,pas d'anomalie
195343,pas d'anomalie
195350,pas d'anomalie
195362,pas d'anomalie
195377,pas d'anomalie
195382,anomalie faible
195384,pas d'anomalie
195387,pas d'anomalie
195404,pas d'anomalie
195410,pas d'anomalie
195412,pas d'anomalie
195426,pas d'anomalie
195429,pas d'anomalie
195442,anomalie moyenne
195443,pas d'anomalie
195445,pas d'anomalie
195465,pas d'anomalie
195466,pas d'anomalie
195468,pas d'anomalie
195472,pas d'anomalie
195474,pas d'anomalie
195496,pas d'anomalie
195546,pas d'anomalie
195562,pas d'anomalie
195566,pas d'anomalie
195582,pas d'anomalie
195585,pas d'anomalie
195611,pas d'anomalie
195622,pas d'anomalie
195626,pas d'anomalie
195631,pas d'anomalie
195632,pas d'anomalie
195636,pas d'anomalie
195645,pas d'anomalie
195647,pas d'anomalie
195648,pas d'anomalie
195650,pas d'anomalie
195659,pas d'anomalie
195669,pas d'anomalie
195672,pas d'anomalie
195686,pas d'anomalie
195691,pas d'anomalie
195693,pas d'anomalie
195694,pas d'anomalie
195687,pas d'anomalie
195703,pas d'anomalie
195614,pas d'anomalie
195716,pas d'anomalie
195720,pas d'anomalie
195741,pas d'anomalie
195756,pas d'anomalie
195758,pas d'anomalie
195764,pas d'anomalie
195772,pas d'anomalie
195780,pas d'anomalie
195803,pas d'anomalie
195810,pas d'anomalie
195811,pas d'anomalie
195844,pas d'anomalie
195850,pas d'anomalie
195853,anomalie faible
195863,pas d'anomalie
195881,pas d'anomalie
195886,pas d'anomalie
195889,pas d'anomalie
195901,anomalie faible
195902,pas d'anomalie
195907,pas d'anomalie
195909,pas d'anomalie
195921,anomalie faible
195927,pas d'anomalie
195942,pas d'anomalie
195986,pas d'anomalie
195996,pas d'anomalie
196034,anomalie moyenne
196039,pas d'anomalie
196037,pas d'anomalie
196060,pas d'anomalie
196063,pas d'anomalie
196089,pas d'anomalie
196087,pas d'anomalie
196085,pas d'anomalie
196090,pas d'anomalie
196108,pas d'anomalie
196110,pas d'anomalie
196128,pas d'anomalie
196137,pas d'anomalie
196138,pas d'anomalie
196140,pas d'anomalie
196171,pas d'anomalie
196172,pas d'anomalie
196195,pas d'anomalie
196196,pas d'anomalie
196204,pas d'anomalie
196208,pas d'anomalie
196209,pas d'anomalie
196225,pas d'anomalie
196227,pas d'anomalie
196228,pas d'anomalie
196256,pas d'anomalie
196272,pas d'anomalie
196274,anomalie faible
196278,pas d'anomalie
196304,pas d'anomalie
196307,pas d'anomalie
