clear_cut_group,anomaly
136652,pas d'anomalie
136726,pas d'anomalie
136796,pas d'anomalie
136804,pas d'anomalie
136858,pas d'anomalie
136874,pas d'anomalie
136875,pas d'anomalie
136934,pas d'anomalie
136979,pas d'anomalie
136981,pas d'anomalie
136983,pas d'anomalie
136986,pas d'anomalie
136992,pas d'anomalie
137017,pas d'anomalie
137037,pas d'anomalie
137045,pas d'anomalie
137054,pas d'anomalie
137071,pas d'anomalie
137079,pas d'anomalie
137182,pas d'anomalie
137206,pas d'anomalie
137269,pas d'anomalie
137276,pas d'anomalie
137279,pas d'anomalie
137280,pas d'anomalie
137301,pas d'anomalie
137337,pas d'anomalie
137352,pas d'anomalie
137355,pas d'anomalie
137369,pas d'anomalie
137371,pas d'anomalie
137378,pas d'anomalie
137416,anomalie faible
137458,pas d'anomalie
137459,pas d'anomalie
137541,pas d'anomalie
137545,pas d'anomalie
137684,pas d'anomalie
137685,pas d'anomalie
137698,pas d'anomalie
137735,pas d'anomalie
137740,pas d'anomalie
137745,pas d'anomalie
137746,pas d'anomalie
137749,pas d'anomalie
137750,pas d'anomalie
137770,pas d'anomalie
137834,pas d'anomalie
137836,pas d'anomalie
137971,pas d'anomalie
137996,pas d'anomalie
138001,pas d'anomalie
138016,pas d'anomalie
138034,pas d'anomalie
138088,pas d'anomalie
138117,anomalie faible
138128,pas d'anomalie
138171,pas d'anomalie
138176,pas d'anomalie
137769,pas d'anomalie
138188,pas d'anomalie
138268,pas d'anomalie
138288,pas d'anomalie
138293,pas d'anomalie
138307,pas d'anomalie
138308,anomalie faible
138348,pas d'anomalie
138364,pas d'anomalie
138365,pas d'anomalie
138397,pas d'anomalie
138402,pas d'anomalie
138433,pas d'anomalie
138491,pas d'anomalie
138528,pas d'anomalie
138529,pas d'anomalie
138533,pas d'anomalie
138572,pas d'anomalie
138596,pas d'anomalie
138599,pas d'anomalie
138610,pas d'anomalie
138681,pas d'anomalie
138689,pas d'anomalie
138709,pas d'anomalie
138711,pas d'anomalie
138710,pas d'anomalie
138720,pas d'anomalie
138724,anomalie moyenne
138725,pas d'anomalie
138726,pas d'anomalie
138735,pas d'anomalie
138745,pas d'anomalie
138788,pas d'anomalie
138795,pas d'anomalie
138811,pas d'anomalie
138856,pas d'anomalie
138868,pas d'anomalie
138869,pas d'anomalie
138874,pas d'anomalie
138921,pas d'anomalie
139013,pas d'anomalie
139018,anomalie moyenne
139024,pas d'anomalie
139065,pas d'anomalie
139074,pas d'anomalie
139072,anomalie faible
139077,pas d'anomalie
139093,pas d'anomalie
139108,pas d'anomalie
139122,pas d'anomalie
139124,pas d'anomalie
139125,pas d'anomalie
139140,pas d'anomalie
139141,pas d'anomalie
139143,pas d'anomalie
139158,pas d'anomalie
139162,pas d'anomalie
139165,pas d'anomalie
139198,pas d'anomalie
139204,pas d'anomalie
139208,pas d'anomalie
139206,pas d'anomalie
139213,pas d'anomalie
139212,pas d'anomalie
139221,pas d'anomalie
139255,pas d'anomalie
139267,pas d'anomalie
139292,pas d'anomalie
139299,pas d'anomalie
139308,pas d'anomalie
139310,pas d'anomalie
139317,pas d'anomalie
139329,pas d'anomalie
139360,pas d'anomalie
139409,pas d'anomalie
139416,pas d'anomalie
139426,pas d'anomalie
139442,anomalie forte
139457,pas d'anomalie
139492,pas d'anomalie
139522,pas d'anomalie
139564,pas d'anomalie
139578,pas d'anomalie
139590,pas d'anomalie
139594,pas d'anomalie
139599,pas d'anomalie
139601,pas d'anomalie
139608,pas d'anomalie
139611,pas d'anomalie
139642,pas d'anomalie
139650,pas d'anomalie
139653,pas d'anomalie
139658,pas d'anomalie
139672,pas d'anomalie
139675,pas d'anomalie
139696,pas d'anomalie
139726,pas d'anomalie
139739,pas d'anomalie
139744,pas d'anomalie
139746,pas d'anomalie
139752,pas d'anomalie
139758,pas d'anomalie
139786,pas d'anomalie
139788,pas d'anomalie
139848,pas d'anomalie
139858,pas d'anomalie
139864,pas d'anomalie
139881,pas d'anomalie
139904,pas d'anomalie
139903,pas d'anomalie
139930,pas d'anomalie
139935,pas d'anomalie
139956,pas d'anomalie
139983,pas d'anomalie
139996,pas d'anomalie
140014,pas d'anomalie
140017,pas d'anomalie
140051,pas d'anomalie
140054,pas d'anomalie
140074,pas d'anomalie
140083,pas d'anomalie
140089,pas d'anomalie
140101,pas d'anomalie
140106,pas d'anomalie
140107,pas d'anomalie
140112,pas d'anomalie
140114,pas d'anomalie
140117,pas d'anomalie
140129,pas d'anomalie
140135,pas d'anomalie
140142,pas d'anomalie
140149,pas d'anomalie
140155,pas d'anomalie
140161,anomalie forte
140160,anomalie moyenne
140189,pas d'anomalie
140207,pas d'anomalie
140209,pas d'anomalie
140225,anomalie faible
140230,pas d'anomalie
140233,pas d'anomalie
140251,pas d'anomalie
140258,pas d'anomalie
140270,anomalie faible
140273,pas d'anomalie
140301,pas d'anomalie
140363,pas d'anomalie
140372,pas d'anomalie
140351,pas d'anomalie
140394,pas d'anomalie
140395,pas d'anomalie
140404,pas d'anomalie
140407,pas d'anomalie
140410,pas d'anomalie
140416,pas d'anomalie
140422,pas d'anomalie
140433,pas d'anomalie
140524,anomalie forte
140526,pas d'anomalie
140537,pas d'anomalie
140559,pas d'anomalie
140575,pas d'anomalie
140582,pas d'anomalie
140584,pas d'anomalie
140585,pas d'anomalie
140594,pas d'anomalie
140597,pas d'anomalie
140599,pas d'anomalie
140612,pas d'anomalie
140614,pas d'anomalie
140620,pas d'anomalie
140634,anomalie faible
140640,pas d'anomalie
140670,pas d'anomalie
140673,pas d'anomalie
140700,pas d'anomalie
140702,pas d'anomalie
140703,pas d'anomalie
140713,pas d'anomalie
140716,pas d'anomalie
140722,pas d'anomalie
140730,pas d'anomalie
140735,pas d'anomalie
140774,pas d'anomalie
140777,pas d'anomalie
140781,pas d'anomalie
140787,pas d'anomalie
140789,pas d'anomalie
140810,pas d'anomalie
140816,pas d'anomalie
140822,pas d'anomalie
140825,pas d'anomalie
140834,pas d'anomalie
140836,pas d'anomalie
140842,pas d'anomalie
140853,pas d'anomalie
140856,pas d'anomalie
140858,pas d'anomalie
140864,pas d'anomalie
140904,pas d'anomalie
140922,pas d'anomalie
140947,pas d'anomalie
140952,pas d'anomalie
140970,pas d'anomalie
140973,pas d'anomalie
140974,pas d'anomalie
141006,pas d'anomalie
141012,pas d'anomalie
141037,pas d'anomalie
141043,pas d'anomalie
141048,pas d'anomalie
141053,pas d'anomalie
141065,pas d'anomalie
141084,pas d'anomalie
141088,pas d'anomalie
141118,pas d'anomalie
141125,pas d'anomalie
141152,pas d'anomalie
141157,pas d'anomalie
141161,pas d'anomalie
141163,pas d'anomalie
141184,pas d'anomalie
141187,pas d'anomalie
141191,pas d'anomalie
141199,pas d'anomalie
141205,pas d'anomalie
141207,pas d'anomalie
141214,pas d'anomalie
141227,pas d'anomalie
141228,pas d'anomalie
141208,pas d'anomalie
141239,pas d'anomalie
141241,pas d'anomalie
141264,pas d'anomalie
141288,pas d'anomalie
141300,pas d'anomalie
141301,pas d'anomalie
141336,pas d'anomalie
141345,pas d'anomalie
141358,pas d'anomalie
141379,pas d'anomalie
141390,pas d'anomalie
141406,pas d'anomalie
141409,pas d'anomalie
141412,pas d'anomalie
141437,pas d'anomalie
141442,pas d'anomalie
141452,pas d'anomalie
141476,pas d'anomalie
141484,pas d'anomalie
141485,pas d'anomalie
141492,pas d'anomalie
141508,pas d'anomalie
141524,pas d'anomalie
141539,pas d'anomalie
141553,pas d'anomalie
141554,pas d'anomalie
141561,pas d'anomalie
141565,pas d'anomalie
141592,pas d'anomalie
141594,pas d'anomalie
141608,pas d'anomalie
141615,pas d'anomalie
141622,pas d'anomalie
141628,pas d'anomalie
141645,pas d'anomalie
141653,pas d'anomalie
141668,pas d'anomalie
141669,pas d'anomalie
141684,pas d'anomalie
141680,pas d'anomalie
141702,pas d'anomalie
141724,anomalie faible
141740,pas d'anomalie
141746,pas d'anomalie
141773,pas d'anomalie
141777,pas d'anomalie
141812,pas d'anomalie
141833,pas d'anomalie
141834,pas d'anomalie
141846,pas d'anomalie
141874,pas d'anomalie
141886,pas d'anomalie
141887,pas d'anomalie
141890,pas d'anomalie
139129,pas d'anomalie
141907,pas d'anomalie
141913,pas d'anomalie
141941,pas d'anomalie
141946,pas d'anomalie
141947,pas d'anomalie
141949,pas d'anomalie
141965,pas d'anomalie
141973,pas d'anomalie
141985,pas d'anomalie
142017,pas d'anomalie
142020,pas d'anomalie
142027,pas d'anomalie
142029,pas d'anomalie
142031,pas d'anomalie
142039,pas d'anomalie
142041,pas d'anomalie
142046,pas d'anomalie
142052,pas d'anomalie
142060,pas d'anomalie
142066,pas d'anomalie
142089,pas d'anomalie
142102,pas d'anomalie
142107,anomalie faible
142122,pas d'anomalie
142126,pas d'anomalie
142130,anomalie faible
142141,pas d'anomalie
142146,pas d'anomalie
142153,pas d'anomalie
142210,anomalie faible
142229,pas d'anomalie
142251,pas d'anomalie
142252,pas d'anomalie
142265,pas d'anomalie
142274,pas d'anomalie
142276,pas d'anomalie
142285,pas d'anomalie
142300,pas d'anomalie
142297,pas d'anomalie
142294,pas d'anomalie
142307,pas d'anomalie
142309,pas d'anomalie
142333,pas d'anomalie
142342,pas d'anomalie
142346,pas d'anomalie
142312,pas d'anomalie
142377,pas d'anomalie
142378,pas d'anomalie
142380,pas d'anomalie
142381,pas d'anomalie
142383,pas d'anomalie
142385,pas d'anomalie
142389,pas d'anomalie
142416,pas d'anomalie
142436,pas d'anomalie
142445,pas d'anomalie
142470,pas d'anomalie
142469,pas d'anomalie
142481,pas d'anomalie
142510,pas d'anomalie
142535,pas d'anomalie
142543,pas d'anomalie
142542,pas d'anomalie
142551,pas d'anomalie
142563,pas d'anomalie
142569,pas d'anomalie
142576,pas d'anomalie
142590,pas d'anomalie
142541,pas d'anomalie
142600,pas d'anomalie
142607,pas d'anomalie
142614,pas d'anomalie
142615,pas d'anomalie
142629,pas d'anomalie
142631,pas d'anomalie
142636,pas d'anomalie
142645,pas d'anomalie
142656,pas d'anomalie
142659,pas d'anomalie
142670,pas d'anomalie
142728,pas d'anomalie
142746,pas d'anomalie
142749,pas d'anomalie
142765,pas d'anomalie
142779,pas d'anomalie
142808,pas d'anomalie
142812,pas d'anomalie
142818,pas d'anomalie
142821,pas d'anomalie
142819,pas d'anomalie
142834,pas d'anomalie
142839,pas d'anomalie
142867,pas d'anomalie
142880,pas d'anomalie
142881,pas d'anomalie
142894,pas d'anomalie
142895,pas d'anomalie
142897,pas d'anomalie
142901,pas d'anomalie
142915,pas d'anomalie
142917,pas d'anomalie
142922,pas d'anomalie
142734,pas d'anomalie
142924,pas d'anomalie
142935,pas d'anomalie
142952,pas d'anomalie
142954,pas d'anomalie
142587,pas d'anomalie
142984,pas d'anomalie
142982,pas d'anomalie
143003,pas d'anomalie
143021,pas d'anomalie
143035,pas d'anomalie
143054,pas d'anomalie
143055,pas d'anomalie
143059,pas d'anomalie
143083,pas d'anomalie
143090,pas d'anomalie
143101,pas d'anomalie
143110,pas d'anomalie
143142,pas d'anomalie
143173,pas d'anomalie
143178,pas d'anomalie
143200,pas d'anomalie
143206,pas d'anomalie
143231,pas d'anomalie
143245,pas d'anomalie
143253,pas d'anomalie
143256,pas d'anomalie
143270,pas d'anomalie
143291,pas d'anomalie
143292,pas d'anomalie
143295,pas d'anomalie
143314,pas d'anomalie
143328,pas d'anomalie
143332,anomalie faible
143337,pas d'anomalie
143351,pas d'anomalie
143371,pas d'anomalie
143380,pas d'anomalie
143414,pas d'anomalie
143273,pas d'anomalie
143427,pas d'anomalie
143438,pas d'anomalie
143444,pas d'anomalie
143448,pas d'anomalie
143451,pas d'anomalie
143453,pas d'anomalie
143476,pas d'anomalie
143487,pas d'anomalie
143499,pas d'anomalie
143498,pas d'anomalie
143501,pas d'anomalie
143518,pas d'anomalie
143535,pas d'anomalie
143544,pas d'anomalie
143547,pas d'anomalie
143550,pas d'anomalie
143559,pas d'anomalie
143567,pas d'anomalie
143568,pas d'anomalie
143577,pas d'anomalie
143611,pas d'anomalie
143639,pas d'anomalie
143642,pas d'anomalie
143666,pas d'anomalie
143685,pas d'anomalie
143730,pas d'anomalie
143735,pas d'anomalie
143754,pas d'anomalie
143756,pas d'anomalie
143758,pas d'anomalie
143766,pas d'anomalie
143770,pas d'anomalie
143771,pas d'anomalie
143780,pas d'anomalie
143795,pas d'anomalie
143804,pas d'anomalie
143805,pas d'anomalie
143833,pas d'anomalie
143867,pas d'anomalie
143876,pas d'anomalie
143897,pas d'anomalie
143899,pas d'anomalie
143903,pas d'anomalie
143925,pas d'anomalie
143954,pas d'anomalie
143955,pas d'anomalie
143961,pas d'anomalie
143982,pas d'anomalie
144002,pas d'anomalie
144022,pas d'anomalie
144020,pas d'anomalie
144042,pas d'anomalie
144056,pas d'anomalie
144057,pas d'anomalie
144072,pas d'anomalie
144082,pas d'anomalie
144104,pas d'anomalie
144132,pas d'anomalie
144141,pas d'anomalie
144142,pas d'anomalie
144143,pas d'anomalie
144155,pas d'anomalie
144191,pas d'anomalie
144201,pas d'anomalie
144207,pas d'anomalie
144234,pas d'anomalie
144271,pas d'anomalie
144293,pas d'anomalie
144299,pas d'anomalie
144328,pas d'anomalie
144334,pas d'anomalie
144382,pas d'anomalie
144385,pas d'anomalie
144387,pas d'anomalie
144429,pas d'anomalie
144453,pas d'anomalie
144456,pas d'anomalie
144459,pas d'anomalie
144498,pas d'anomalie
144534,pas d'anomalie
144541,pas d'anomalie
144540,pas d'anomalie
144566,pas d'anomalie
144642,pas d'anomalie
144652,pas d'anomalie
144664,pas d'anomalie
144670,pas d'anomalie
144736,pas d'anomalie
144738,pas d'anomalie
144803,pas d'anomalie
144808,pas d'anomalie
144830,pas d'anomalie
144838,pas d'anomalie
144835,pas d'anomalie
144839,pas d'anomalie
144863,pas d'anomalie
144864,pas d'anomalie
144880,pas d'anomalie
144882,pas d'anomalie
144905,pas d'anomalie
144906,pas d'anomalie
144909,pas d'anomalie
144932,pas d'anomalie
144937,pas d'anomalie
144947,pas d'anomalie
144966,pas d'anomalie
144993,pas d'anomalie
144995,pas d'anomalie
145004,pas d'anomalie
145006,pas d'anomalie
145008,pas d'anomalie
145013,pas d'anomalie
145032,pas d'anomalie
145058,pas d'anomalie
145053,pas d'anomalie
145097,pas d'anomalie
145115,pas d'anomalie
145129,pas d'anomalie
145133,pas d'anomalie
145158,pas d'anomalie
145161,pas d'anomalie
145177,pas d'anomalie
145195,pas d'anomalie
145200,pas d'anomalie
145203,pas d'anomalie
145209,pas d'anomalie
145221,pas d'anomalie
145241,pas d'anomalie
145262,pas d'anomalie
145276,pas d'anomalie
145296,pas d'anomalie
145326,pas d'anomalie
145334,pas d'anomalie
145341,pas d'anomalie
145345,pas d'anomalie
145362,pas d'anomalie
145369,pas d'anomalie
145384,pas d'anomalie
145385,pas d'anomalie
145400,pas d'anomalie
145397,pas d'anomalie
145442,pas d'anomalie
145459,pas d'anomalie
145464,pas d'anomalie
145474,pas d'anomalie
145498,pas d'anomalie
145501,pas d'anomalie
145532,pas d'anomalie
145545,pas d'anomalie
145549,pas d'anomalie
145552,anomalie faible
145554,pas d'anomalie
145559,pas d'anomalie
145562,pas d'anomalie
145565,pas d'anomalie
145582,pas d'anomalie
145583,pas d'anomalie
145585,pas d'anomalie
145593,pas d'anomalie
145597,pas d'anomalie
145600,pas d'anomalie
145599,pas d'anomalie
145601,pas d'anomalie
145624,anomalie moyenne
145632,pas d'anomalie
145650,pas d'anomalie
145658,pas d'anomalie
145678,pas d'anomalie
145687,pas d'anomalie
145692,pas d'anomalie
145693,pas d'anomalie
246756,pas d'anomalie
145735,pas d'anomalie
145752,pas d'anomalie
145766,pas d'anomalie
145773,pas d'anomalie
145779,pas d'anomalie
145828,pas d'anomalie
145844,pas d'anomalie
145850,pas d'anomalie
145857,pas d'anomalie
145864,pas d'anomalie
145889,pas d'anomalie
145903,pas d'anomalie
145922,pas d'anomalie
145930,pas d'anomalie
145940,pas d'anomalie
145943,pas d'anomalie
145944,pas d'anomalie
145973,pas d'anomalie
145985,pas d'anomalie
146000,pas d'anomalie
146024,pas d'anomalie
146026,pas d'anomalie
146030,anomalie faible
146031,pas d'anomalie
146050,pas d'anomalie
146102,pas d'anomalie
146105,pas d'anomalie
146139,pas d'anomalie
146147,pas d'anomalie
146148,pas d'anomalie
146166,pas d'anomalie
146213,pas d'anomalie
146281,pas d'anomalie
146284,pas d'anomalie
146295,pas d'anomalie
146308,pas d'anomalie
146309,pas d'anomalie
146311,pas d'anomalie
146317,pas d'anomalie
146325,pas d'anomalie
146351,pas d'anomalie
146355,anomalie moyenne
146401,pas d'anomalie
146403,pas d'anomalie
146460,pas d'anomalie
146465,pas d'anomalie
146470,pas d'anomalie
146475,pas d'anomalie
146481,pas d'anomalie
146483,pas d'anomalie
146484,pas d'anomalie
146494,pas d'anomalie
146497,pas d'anomalie
146498,pas d'anomalie
146528,pas d'anomalie
146529,anomalie faible
146531,pas d'anomalie
146535,pas d'anomalie
146536,pas d'anomalie
146563,pas d'anomalie
146564,pas d'anomalie
146569,pas d'anomalie
146575,pas d'anomalie
146581,pas d'anomalie
146588,pas d'anomalie
146590,pas d'anomalie
146599,pas d'anomalie
146658,pas d'anomalie
146657,pas d'anomalie
146665,pas d'anomalie
146668,pas d'anomalie
146693,pas d'anomalie
146736,pas d'anomalie
146755,pas d'anomalie
146757,pas d'anomalie
146765,pas d'anomalie
146792,pas d'anomalie
146794,pas d'anomalie
146848,pas d'anomalie
146870,pas d'anomalie
146903,pas d'anomalie
146909,pas d'anomalie
146937,anomalie faible
146939,pas d'anomalie
146951,anomalie moyenne
146958,pas d'anomalie
147033,pas d'anomalie
147097,pas d'anomalie
147160,anomalie faible
147182,pas d'anomalie
147185,pas d'anomalie
147184,pas d'anomalie
147191,pas d'anomalie
147227,pas d'anomalie
147228,pas d'anomalie
147233,pas d'anomalie
147258,pas d'anomalie
147278,pas d'anomalie
147277,pas d'anomalie
147281,pas d'anomalie
147311,pas d'anomalie
147320,pas d'anomalie
147378,pas d'anomalie
147389,pas d'anomalie
146694,pas d'anomalie
147399,pas d'anomalie
147423,anomalie faible
147426,pas d'anomalie
147431,pas d'anomalie
147436,pas d'anomalie
147438,pas d'anomalie
147439,pas d'anomalie
147457,pas d'anomalie
147501,pas d'anomalie
147530,pas d'anomalie
147546,pas d'anomalie
147562,pas d'anomalie
147588,pas d'anomalie
147600,pas d'anomalie
147606,pas d'anomalie
147613,pas d'anomalie
147643,pas d'anomalie
147645,pas d'anomalie
147652,anomalie faible
147673,pas d'anomalie
147696,pas d'anomalie
147701,pas d'anomalie
147721,pas d'anomalie
147722,pas d'anomalie
147740,pas d'anomalie
147741,pas d'anomalie
147760,pas d'anomalie
147761,pas d'anomalie
147770,pas d'anomalie
147781,pas d'anomalie
147785,pas d'anomalie
147791,pas d'anomalie
147802,pas d'anomalie
147817,pas d'anomalie
147824,pas d'anomalie
147826,pas d'anomalie
147831,pas d'anomalie
147847,pas d'anomalie
147851,pas d'anomalie
147860,pas d'anomalie
147861,pas d'anomalie
147872,anomalie faible
147890,pas d'anomalie
147897,pas d'anomalie
147906,pas d'anomalie
147925,anomalie faible
147931,anomalie faible
147941,pas d'anomalie
147971,pas d'anomalie
147995,pas d'anomalie
148028,pas d'anomalie
148035,pas d'anomalie
148044,pas d'anomalie
148060,pas d'anomalie
148069,pas d'anomalie
148088,pas d'anomalie
148108,pas d'anomalie
148221,anomalie moyenne
148324,pas d'anomalie
148428,pas d'anomalie
148438,pas d'anomalie
148463,pas d'anomalie
148476,pas d'anomalie
148484,pas d'anomalie
148530,pas d'anomalie
246913,anomalie faible
148599,pas d'anomalie
148601,pas d'anomalie
148602,pas d'anomalie
148606,pas d'anomalie
148619,pas d'anomalie
148620,pas d'anomalie
148635,pas d'anomalie
148641,pas d'anomalie
148643,pas d'anomalie
148644,pas d'anomalie
148687,pas d'anomalie
148712,pas d'anomalie
148720,pas d'anomalie
148728,anomalie faible
148735,pas d'anomalie
148738,pas d'anomalie
148739,pas d'anomalie
148783,anomalie faible
148791,pas d'anomalie
148807,pas d'anomalie
148837,pas d'anomalie
148839,pas d'anomalie
148840,anomalie faible
148842,pas d'anomalie
148850,pas d'anomalie
148853,pas d'anomalie
148858,anomalie faible
148874,pas d'anomalie
148878,pas d'anomalie
148881,pas d'anomalie
148882,pas d'anomalie
148894,pas d'anomalie
148901,pas d'anomalie
148902,pas d'anomalie
148911,pas d'anomalie
148912,pas d'anomalie
148929,pas d'anomalie
148932,pas d'anomalie
148933,pas d'anomalie
148935,pas d'anomalie
